145;i01i00,i00i10,i10i11,i11i12,i12i22,i22i21,i21i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i31,i31i32,i32i42,i42i52,i52i53,i53i54,i54i55
146;i27i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i05,i05i04,i04i14,i14i15,i15i16,i16i17,i17i07,i07i06
147;i33i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i76
148;i37i27,i27i26,i26i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i14,i14i24,i24i23,i23i13,i13i14,i14i24,i24i34,i34i35,i35i25
149;i44i43,i43i42,i42i41,i41i31,i31i21,i21i11,i11i12,i12i22,i22i32,i32i33,i33i34,i34i44,i44i43,i43i42,i42i52,i52i62,i62i61,i61i51,i51i52
150;i55i56,i56i66,i66i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i26,i26i25
151;i34i44,i44i54,i54i64,i64i63,i63i53,i53i43,i43i42,i42i52,i52i53,i53i54,i54i55,i55i45,i45i35,i35i25,i25i24,i24i34,i34i35,i35i36,i36i46
152;i13i14,i14i24,i24i34,i34i35,i35i25,i25i24,i24i23,i23i13,i13i14,i14i24,i24i23,i23i13,i13i14,i14i24,i24i23,i23i22,i22i21,i21i11,i11i12
153;i06i16,i16i17,i17i07,i07i06,i06i16,i16i26,i26i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07
154;i35i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i26,i26i36,i36i37,i37i27,i27i26,i26i36,i36i37,i37i27,i27i17,i17i07,i07i06,i06i16
155;i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i12,i12i22,i22i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i52,i52i62,i62i72,i72i73
156;i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i64,i64i74,i74i75,i75i65
157;i27i26,i26i36,i36i46,i46i45,i45i35,i35i36,i36i37,i37i27,i27i26,i26i25,i25i15,i15i05,i05i04,i04i14,i14i24,i24i34,i34i35,i35i36,i36i37
158;i37i27,i27i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i12,i12i13,i13i03
159;i25i15,i15i05,i05i04,i04i14,i14i24,i24i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00
160;i46i56,i56i66,i66i65,i65i64,i64i74,i74i75,i75i65,i65i55,i55i56,i56i66,i66i65,i65i64,i64i63,i63i53,i53i54,i54i64,i64i74,i74i75,i75i76
161;i14i24,i24i23,i23i22,i22i21,i21i11,i11i12,i12i22,i22i32,i32i42,i42i52,i52i62,i62i61,i61i51,i51i52,i52i62,i62i61,i61i60,i60i70,i70i71
162;i27i26,i26i25,i25i15,i15i05,i05i04,i04i14,i14i24,i24i23,i23i22,i22i21,i21i20,i20i30,i30i31,i31i21,i21i11,i11i01,i01i00,i00i10,i10i11
163;i43i33,i33i34,i34i35,i35i36,i36i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i26,i26i36,i36i37,i37i27,i27i26
164;i76i77,i77i67,i67i57,i57i47,i47i46,i46i45,i45i44,i44i54,i54i64,i64i63,i63i53,i53i43,i43i42,i42i52,i52i62,i62i61,i61i51,i51i52,i52i53
165;i03i02,i02i01,i01i00,i00i10,i10i11,i11i12,i12i22,i22i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i52,i52i53,i53i43,i43i33,i33i34,i34i35
166;i55i56,i56i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i55,i55i56,i56i57,i57i47,i47i46,i46i45,i45i44,i44i43,i43i33,i33i34,i34i35,i35i25
167;i46i56,i56i57,i57i47,i47i46,i46i56,i56i66,i66i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i45,i45i44,i44i43
168;i61i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i63,i63i53
169;i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10
170;i25i24,i24i23,i23i13,i13i03,i03i02,i02i12,i12i13,i13i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i17
171;i06i16,i16i26,i26i36,i36i37,i37i27,i27i26,i26i36,i36i46,i46i56,i56i66,i66i65,i65i55,i55i45,i45i35,i35i25,i25i24,i24i34,i34i44,i44i43
172;i45i44,i44i43,i43i42,i42i52,i52i53,i53i54,i54i55,i55i56,i56i57,i57i47,i47i46,i46i45,i45i44,i44i43,i43i33,i33i34,i34i44,i44i54,i54i64
173;i05i04,i04i14,i14i15,i15i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01,i01i00,i00i10,i10i11
174;i32i42,i42i41,i41i40,i40i50,i50i51,i51i52,i52i62,i62i61,i61i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71
175;i00i10,i10i20,i20i30,i30i31,i31i21,i21i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i31,i31i32,i32i33,i33i34,i34i35,i35i25,i25i24,i24i34
176;i62i61,i61i51,i51i52,i52i53,i53i43,i43i42,i42i41,i41i31,i31i21,i21i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i20,i20i30
177;i30i31,i31i21,i21i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73
178;i01i00,i00i10,i10i11,i11i12,i12i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i32,i32i33
179;i43i33,i33i23,i23i22,i22i32,i32i42,i42i41,i41i31,i31i32,i32i42,i42i41,i41i31,i31i21,i21i20,i20i30,i30i31,i31i21,i21i11,i11i01,i01i00
180;i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i63,i63i62,i62i72,i72i73,i73i63,i63i53,i53i54,i54i55,i55i45,i45i44
181;i11i01,i01i00,i00i10,i10i20,i20i30,i30i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i61
182;i16i17,i17i07,i07i06,i06i05,i05i04,i04i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i03,i03i02,i02i12,i12i22,i22i21,i21i11
183;i20i30,i30i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i43,i43i33,i33i34,i34i35,i35i36,i36i46,i46i56,i56i57,i57i47
184;i30i40,i40i50,i50i60,i60i70,i70i71,i71i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i66,i66i65,i65i64,i64i63,i63i62,i62i72,i72i73
185;i13i03,i03i02,i02i12,i12i22,i22i21,i21i11,i11i12,i12i22,i22i32,i32i42,i42i52,i52i62,i62i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63
186;i63i62,i62i61,i61i51,i51i52,i52i62,i62i72,i72i73,i73i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i45,i45i35,i35i25,i25i24
187;i01i00,i00i10,i10i11,i11i12,i12i13,i13i03,i03i02,i02i12,i12i13,i13i14,i14i15,i15i05,i05i04,i04i03,i03i02,i02i12,i12i22,i22i21,i21i20
188;i62i72,i72i73,i73i74,i74i75,i75i65,i65i64,i64i74,i74i75,i75i76,i76i77,i77i67,i67i57,i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i05
189;i00i10,i10i11,i11i12,i12i22,i22i21,i21i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i20,i20i30,i30i31,i31i21,i21i11,i11i01
190;i52i62,i62i61,i61i60,i60i70,i70i71,i71i61,i61i60,i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i43,i43i42,i42i41,i41i40,i40i50,i50i51
191;i66i76,i76i77,i77i67,i67i66,i66i76,i76i77,i77i67,i67i66,i66i65,i65i64,i64i63,i63i62,i62i72,i72i73,i73i63,i63i62,i62i72,i72i73,i73i63
192;i32i33,i33i34,i34i35,i35i25,i25i15,i15i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i14,i14i15,i15i05,i05i04
193;i60i70,i70i71,i71i72,i72i73,i73i63,i63i53,i53i54,i54i55,i55i56,i56i66,i66i65,i65i55,i55i45,i45i35,i35i25,i25i24,i24i34,i34i44,i44i43
194;i57i47,i47i37,i37i27,i27i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i16,i16i17,i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i01
195;i30i40,i40i50,i50i51,i51i41,i41i40,i40i50,i50i60,i60i70,i70i71,i71i61,i61i51,i51i41,i41i31,i31i32,i32i42,i42i52,i52i62,i62i61,i61i60
196;i26i36,i36i46,i46i45,i45i44,i44i43,i43i33,i33i34,i34i35,i35i25,i25i15,i15i16,i16i26,i26i25,i25i15,i15i05,i05i04,i04i03,i03i02,i02i01
197;i33i23,i23i13,i13i14,i14i24,i24i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10
198;i66i76,i76i77,i77i67,i67i57,i57i47,i47i46,i46i45,i45i44,i44i54,i54i55,i55i56,i56i66,i66i65,i65i64,i64i74,i74i75,i75i65,i65i55,i55i45
199;i17i07,i07i06,i06i05,i05i04,i04i03,i03i02,i02i12,i12i13,i13i14,i14i24,i24i34,i34i44,i44i43,i43i33,i33i23,i23i13,i13i14,i14i24,i24i23
200;i14i24,i24i23,i23i22,i22i32,i32i33,i33i23,i23i13,i13i03,i03i02,i02i01,i01i00,i00i10,i10i11,i11i01,i01i00,i00i10,i10i11,i11i12,i12i22
